target,elemID,permission,layout_width,layout_height,textColor,text,textSize,src_image_text,background_image_text
1,text_tip_num,INTERNET,wrap_content,wrap_content,@android:color/white,3,15.0sp,,
1,about_back,WAKE_LOCK,wrap_content,wrap_content,,,,,
1,imoney,VIBRATE,wrap_content,wrap_content,,,,,
1,imoney,ACCESS_FINE_LOCATION,wrap_content,wrap_content,,,,,
1,imoney,WAKE_LOCK,wrap_content,wrap_content,,,,,
1,imoney,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
1,imoney,READ_PHONE_STATE,wrap_content,wrap_content,,,,,
1,imoney,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
1,imoney,INTERNET,wrap_content,wrap_content,,,,,
1,cd,VIBRATE,fill_parent,wrap_content,,,,,
1,cd,ACCESS_FINE_LOCATION,fill_parent,wrap_content,,,,,
1,cd,WAKE_LOCK,fill_parent,wrap_content,,,,,
1,cd,ACCESS_NETWORK_STATE,fill_parent,wrap_content,,,,,
1,cd,READ_PHONE_STATE,fill_parent,wrap_content,,,,,
1,cd,ACCESS_NETWORK_STATE,fill_parent,wrap_content,,,,,
1,cd,INTERNET,fill_parent,wrap_content,,,,,
1,girl_img,WAKE_LOCK,wrap_content,wrap_content,,,,U,
1,boy_img,WAKE_LOCK,wrap_content,wrap_content,,,,,
1,start_game,VIBRATE,wrap_content,wrap_content,,,,,
1,start_game,ACCESS_FINE_LOCATION,wrap_content,wrap_content,,,,,
1,start_game,WAKE_LOCK,wrap_content,wrap_content,,,,,
1,start_game,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
1,start_game,READ_PHONE_STATE,wrap_content,wrap_content,,,,,
1,start_game,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
1,start_game,INTERNET,wrap_content,wrap_content,,,,,
1,rank,VIBRATE,wrap_content,wrap_content,,,,,
1,rank,ACCESS_FINE_LOCATION,wrap_content,wrap_content,,,,,
1,rank,WAKE_LOCK,wrap_content,wrap_content,,,,,
1,rank,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
1,rank,READ_PHONE_STATE,wrap_content,wrap_content,,,,,
1,rank,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
1,rank,INTERNET,wrap_content,wrap_content,,,,,
1,option,VIBRATE,wrap_content,wrap_content,,,,,
1,option,ACCESS_FINE_LOCATION,wrap_content,wrap_content,,,,,
1,option,WAKE_LOCK,wrap_content,wrap_content,,,,,
1,option,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
1,option,READ_PHONE_STATE,wrap_content,wrap_content,,,,,
1,option,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
1,option,INTERNET,wrap_content,wrap_content,,,,,
1,sound,WAKE_LOCK,wrap_content,wrap_content,,,,,
1,button_return,CAMERA,,,,,,,
1,share_to_weibo_button,VIBRATE,0.0dip,wrap_content,,@string/share_to_weibo,,,
1,share_to_weibo_button,ACCESS_FINE_LOCATION,0.0dip,wrap_content,,@string/share_to_weibo,,,
1,share_to_weibo_button,ACCESS_NETWORK_STATE,0.0dip,wrap_content,,@string/share_to_weibo,,,
1,share_to_weibo_button,ACCESS_WIFI_STATE,0.0dip,wrap_content,,@string/share_to_weibo,,,
1,share_to_weibo_button,READ_PHONE_STATE,0.0dip,wrap_content,,@string/share_to_weibo,,,
1,share_to_weibo_button,INTERNET,0.0dip,wrap_content,,@string/share_to_weibo,,,
1,more_works,GET_TASKS,,,,,,,
1,more_works,VIBRATE,,,,,,,
1,more_works,BROADCAST_STICKY,,,,,,,
1,more_works,ACCESS_FINE_LOCATION,,,,,,,
1,more_works,ACCESS_NETWORK_STATE,,,,,,,
1,more_works,ACCESS_WIFI_STATE,,,,,,,
1,more_works,INTERNET,,,,,,,
1,label_max_frame_count,VIBRATE,wrap_content,wrap_content,@color/white,@string/max_capture_time,18.0dip,,
1,label_max_frame_count,ACCESS_FINE_LOCATION,wrap_content,wrap_content,@color/white,@string/max_capture_time,18.0dip,,
1,label_max_frame_count,ACCESS_NETWORK_STATE,wrap_content,wrap_content,@color/white,@string/max_capture_time,18.0dip,,
1,label_max_frame_count,ACCESS_WIFI_STATE,wrap_content,wrap_content,@color/white,@string/max_capture_time,18.0dip,,
1,label_max_frame_count,READ_PHONE_STATE,wrap_content,wrap_content,@color/white,@string/max_capture_time,18.0dip,,
1,label_max_frame_count,INTERNET,wrap_content,wrap_content,@color/white,@string/max_capture_time,18.0dip,,
1,img_game_bgmusic,WAKE_LOCK,wrap_content,wrap_content,,,,s *HR,
1,img_game_sound,WAKE_LOCK,wrap_content,wrap_content,,,,"""O *Sht",
1,buttonBuy,GET_ACCOUNTS,wrap_content,wrap_content,,,,,
1,buttonBuy,VIBRATE,wrap_content,wrap_content,,,,,
1,buttonBuy,BROADCAST_STICKY,wrap_content,wrap_content,,,,,
1,buttonBuy,ACCESS_FINE_LOCATION,wrap_content,wrap_content,,,,,
1,buttonBuy,WAKE_LOCK,wrap_content,wrap_content,,,,,
1,buttonBuy,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
1,buttonBuy,WAKE_LOCK,wrap_content,wrap_content,,,,,
1,buttonBuy,READ_PHONE_STATE,wrap_content,wrap_content,,,,,
1,buttonBuy,INTERNET,wrap_content,wrap_content,,,,,
1,fbBroadcastButtonSend,GET_ACCOUNTS,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
1,fbBroadcastButtonSend,VIBRATE,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
1,fbBroadcastButtonSend,BROADCAST_STICKY,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
1,fbBroadcastButtonSend,ACCESS_FINE_LOCATION,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
1,fbBroadcastButtonSend,WAKE_LOCK,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
1,fbBroadcastButtonSend,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
1,fbBroadcastButtonSend,WAKE_LOCK,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
1,fbBroadcastButtonSend,READ_PHONE_STATE,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
1,fbBroadcastButtonSend,INTERNET,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
1,gridTutoTitle,WAKE_LOCK,wrap_content,wrap_content,#ffffffff,TextView,20.0sp,,
1,iconWishlist,WAKE_LOCK,wrap_content,wrap_content,,,,,
1,iconWishlist,INTERNET,wrap_content,wrap_content,,,,,
1,newtutoNext,VIBRATE,wrap_content,wrap_content,,,,,
1,newtutoNext,BROADCAST_STICKY,wrap_content,wrap_content,,,,,
1,newtutoNext,ACCESS_FINE_LOCATION,wrap_content,wrap_content,,,,,
1,newtutoNext,WAKE_LOCK,wrap_content,wrap_content,,,,,
1,newtutoNext,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
1,newtutoNext,WAKE_LOCK,wrap_content,wrap_content,,,,,
1,newtutoNext,READ_PHONE_STATE,wrap_content,wrap_content,,,,,
1,newtutoNext,INTERNET,wrap_content,wrap_content,,,,,
1,shopPopupUnit,WAKE_LOCK,26.0dip,26.0dip,,,,(M,
1,notEnoughCristalsLayout,VIBRATE,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
1,notEnoughCristalsLayout,BROADCAST_STICKY,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
1,notEnoughCristalsLayout,ACCESS_FINE_LOCATION,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
