elemID,permission,layout_width,layout_height,textColor,text,textSize,src_image_text,background_image_text
label_max_frame_count,ACCESS_WIFI_STATE,wrap_content,wrap_content,@color/white,@string/max_capture_time,18.0dip,,
label_max_frame_count,READ_PHONE_STATE,wrap_content,wrap_content,@color/white,@string/max_capture_time,18.0dip,,
label_max_frame_count,INTERNET,wrap_content,wrap_content,@color/white,@string/max_capture_time,18.0dip,,
img_game_bgmusic,WAKE_LOCK,wrap_content,wrap_content,,,,s *HR,
img_game_sound,WAKE_LOCK,wrap_content,wrap_content,,,,"""O *Sht",
buttonBuy,GET_ACCOUNTS,wrap_content,wrap_content,,,,,
buttonBuy,VIBRATE,wrap_content,wrap_content,,,,,
buttonBuy,BROADCAST_STICKY,wrap_content,wrap_content,,,,,
buttonBuy,ACCESS_FINE_LOCATION,wrap_content,wrap_content,,,,,
buttonBuy,WAKE_LOCK,wrap_content,wrap_content,,,,,
buttonBuy,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
buttonBuy,WAKE_LOCK,wrap_content,wrap_content,,,,,
buttonBuy,READ_PHONE_STATE,wrap_content,wrap_content,,,,,
buttonBuy,INTERNET,wrap_content,wrap_content,,,,,
fbBroadcastButtonSend,GET_ACCOUNTS,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
fbBroadcastButtonSend,VIBRATE,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
fbBroadcastButtonSend,BROADCAST_STICKY,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
fbBroadcastButtonSend,ACCESS_FINE_LOCATION,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
fbBroadcastButtonSend,WAKE_LOCK,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
fbBroadcastButtonSend,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
fbBroadcastButtonSend,WAKE_LOCK,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
fbBroadcastButtonSend,READ_PHONE_STATE,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
fbBroadcastButtonSend,INTERNET,wrap_content,wrap_content,,@string/casual_broadcast_post_button,,,f
gridTutoTitle,WAKE_LOCK,wrap_content,wrap_content,#ffffffff,TextView,20.0sp,,
iconWishlist,WAKE_LOCK,wrap_content,wrap_content,,,,,
iconWishlist,INTERNET,wrap_content,wrap_content,,,,,
newtutoNext,VIBRATE,wrap_content,wrap_content,,,,,
newtutoNext,BROADCAST_STICKY,wrap_content,wrap_content,,,,,
newtutoNext,ACCESS_FINE_LOCATION,wrap_content,wrap_content,,,,,
newtutoNext,WAKE_LOCK,wrap_content,wrap_content,,,,,
newtutoNext,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
newtutoNext,WAKE_LOCK,wrap_content,wrap_content,,,,,
newtutoNext,READ_PHONE_STATE,wrap_content,wrap_content,,,,,
newtutoNext,INTERNET,wrap_content,wrap_content,,,,,
shopPopupUnit,WAKE_LOCK,26.0dip,26.0dip,,,,(M,
notEnoughCristalsLayout,VIBRATE,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
notEnoughCristalsLayout,BROADCAST_STICKY,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
notEnoughCristalsLayout,ACCESS_FINE_LOCATION,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
notEnoughCristalsLayout,WAKE_LOCK,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
notEnoughCristalsLayout,ACCESS_NETWORK_STATE,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
notEnoughCristalsLayout,WAKE_LOCK,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
notEnoughCristalsLayout,READ_PHONE_STATE,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
notEnoughCristalsLayout,INTERNET,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
notEnoughMobDollsLayout,VIBRATE,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
notEnoughMobDollsLayout,BROADCAST_STICKY,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
notEnoughMobDollsLayout,ACCESS_FINE_LOCATION,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
notEnoughMobDollsLayout,WAKE_LOCK,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
notEnoughMobDollsLayout,ACCESS_NETWORK_STATE,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
notEnoughMobDollsLayout,WAKE_LOCK,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
notEnoughMobDollsLayout,READ_PHONE_STATE,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
notEnoughMobDollsLayout,INTERNET,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
download,GET_ACCOUNTS,185.0dip,wrap_content,,Download,,,
download,VIBRATE,185.0dip,wrap_content,,Download,,,
download,BROADCAST_STICKY,185.0dip,wrap_content,,Download,,,
download,ACCESS_FINE_LOCATION,185.0dip,wrap_content,,Download,,,
download,WAKE_LOCK,185.0dip,wrap_content,,Download,,,
download,ACCESS_NETWORK_STATE,185.0dip,wrap_content,,Download,,,
download,WAKE_LOCK,185.0dip,wrap_content,,Download,,,
download,READ_PHONE_STATE,185.0dip,wrap_content,,Download,,,
download,INTERNET,185.0dip,wrap_content,,Download,,,
shopWallCristalLayout,VIBRATE,,,,,,,
shopWallCristalLayout,BROADCAST_STICKY,,,,,,,
shopWallCristalLayout,ACCESS_FINE_LOCATION,,,,,,,
shopWallCristalLayout,WAKE_LOCK,,,,,,,
shopWallCristalLayout,ACCESS_NETWORK_STATE,,,,,,,
shopWallCristalLayout,WAKE_LOCK,,,,,,,
shopWallCristalLayout,READ_PHONE_STATE,,,,,,,
shopWallCristalLayout,INTERNET,,,,,,,
shopWallMobbDollsLayout,VIBRATE,,,,,,,
shopWallMobbDollsLayout,BROADCAST_STICKY,,,,,,,
shopWallMobbDollsLayout,ACCESS_FINE_LOCATION,,,,,,,
shopWallMobbDollsLayout,WAKE_LOCK,,,,,,,
shopWallMobbDollsLayout,ACCESS_NETWORK_STATE,,,,,,,
