33,70.37,Q350,ACCESS_COARSE_LOCATION,OneMap_v2.2.4_apkpure.com.apk,img_btn_closebasemap,onemap2.xml
34,40.74,Q352,ACCESS_NETWORK_STATE,OneMap_v2.2.4_apkpure.com.apk,imgbtn_searchsch_back,activity_school_search.xml
35,62.96,Q354,READ_EXTERNAL_STORAGE,myENV_v2.7.18_apkpure.com.apk,btnTips,list_item_hea_compare_usage.xml
36,70.37,Q356,SEND_SMS,myENV_v2.7.18_apkpure.com.apk,btn_region_haze_map_type_3,layout_region_haze_map_type.xml
37,62.96,Q358,ACCESS_COARSE_LOCATION,OneMap_v2.2.4_apkpure.com.apk,tb_landlot,fragment_land_query.xml
38,81.48,Q360,READ_CONTACTS,OneMap_v2.2.4_apkpure.com.apk,et_tenure_lotnum3,tenure_land_search.xml
39,22.22,Q362,ACCESS_NETWORK_STATE,OneMap_v2.2.4_apkpure.com.apk,covid_visited_places_btn,onemap2.xml
40,18.52,Q364,ACCESS_COARSE_LOCATION,OneMap_v2.2.4_apkpure.com.apk,venue_more_info,fragment_foursquare.xml
42,70.37,Q368,READ_EXTERNAL_STORAGE,ActiveSG_v2.7.12_apkpure.com.apk,ivCenterActivesgMenu,include_homepage_bottom.xml
43,14.81,Q370,ACCESS_FINE_LOCATION,myENV_v2.7.18_apkpure.com.apk,tvAddCurrentLocation,item_aedes_current_location.xml
44,66.67,Q372,ACCESS_NETWORK_STATE,OneMap_v2.2.4_apkpure.com.apk,tv_search_field,partial_search_field.xml
45,48.15,Q374,INTERNET,OneMap_v2.2.4_apkpure.com.apk,compassView,onemap2.xml
46,37.04,Q376,ACCESS_COARSE_LOCATION,NLBMobile_v2.8.1_apkpure.com.apk,~const,facebookShare: imageUrl:
47,22.22,Q378,RECORD_AUDIO,NLB,oncreate,scanneractivity
48,92.59,Q380,CAMERA,myresponder,camera_video_view,
49,59.26,Q382,ACCESS_COARSE_LOCATION,myresponder,camera_view,
50,3.70,Q384,RECORD_AUDIO,myresponder,fragment_aed,
